publicationId,publicationSeqNo,issn,eissn,publicationTitle,publicationTitle20,publicationTitleISO,publicationFrequency,issuesPerYear,submissionURL,openAccess,country,publicationStartYear,publisherName,publisherAddress,publisherCode,publisherURL
90280,E0725J,2514-9288,2514-9318,DATA TECHNOLOGIES AND APPLICATIONS,DATA TECHNOL APPL,Data Technol. Appl.,Q,4,,,ENGLAND,2018,EMERALD GROUP PUBLISHING LTD,"HOWARD HOUSE, WAGON LANE, BINGLEY, ENGLAND, W YORKSHIRE, BD16 1WA",QE469,http://www.emeraldinsight.com
90304,09503J,0167-9236,1873-5797,DECISION SUPPORT SYSTEMS,DECIS SUPPORT SYST,Decis. Support Syst.,M,12,http://ees.elsevier.com/decsup/,FALSE,NETHERLANDS,1984,ELSEVIER,"RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX",JM901,http://www.elsevier.com
90308,10101J,0967-0645,1879-0100,DEEP-SEA RESEARCH PART II-TOPICAL STUDIES IN OCEANOGRAPHY,DEEP-SEA RES PT II,Deep-Sea Res. Part II-Top. Stud. Oceanogr.,M,12,http://ees.elsevier.com/dsr2/,FALSE,UNITED STATES OF AMERICA,1993,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB",UC250,http://www.elsevier.com
90307,10100J,0967-0637,1879-0119,DEEP-SEA RESEARCH PART I-OCEANOGRAPHIC RESEARCH PAPERS,DEEP-SEA RES PT I,Deep-Sea Res. Part I-Oceanogr. Res. Pap.,M,12,http://ees.elsevier.com/dsr1/login.asp,FALSE,UNITED STATES OF AMERICA,1993,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB",UC250,http://www.elsevier.com
90312,11115J,0011-748X,0976-464X,DEFENCE SCIENCE JOURNAL,DEFENCE SCI J,Def. Sci. J.,B,6,,,INDIA,1949,DEFENCE SCIENTIFIC INFORMATION DOCUMENTATION CENTRE,"METCALFE HOUSE, DELHI, INDIA, 110054",II990,
90313,D5338J,2214-9147,2214-9147,DEFENCE TECHNOLOGY,DEF TECHNOL,Def. Technol.,B,6,https://www.evise.com/profile/#/DT/login,TRUE,CHINA MAINLAND,1989,ELSEVIER,"RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX",JM901,http://www.elsevier.com
90319,11921J,1420-8008,1421-9824,DEMENTIA AND GERIATRIC COGNITIVE DISORDERS,DEMENT GERIATR COGN,Dement. Geriatr. Cogn. Disord.,M,12,http://oper1.karger.com/xpresstrack/submissions/?jid=133,FALSE,SWITZERLAND,1997,KARGER,"ALLSCHWILERSTRASSE 10, BASEL, SWITZERLAND, CH-4009",WG001,http://www.karger.ch
90329,C7615J,1641-1307,2083-8387,DENDROBIOLOGY,DENDROBIOLOGY,Dendrobiology,H,2,http://www.idpan.poznan.pl/index.php/author-guidelines,TRUE,POLAND,2000,BOGUCKI WYDAWNICTWO NAUKOWE,"GORNA WILDA 90, POZNAN, POLAND, 61-576",ABS44,
90330,C2068J,1125-7865,1612-0051,DENDROCHRONOLOGIA,DENDROCHRONOLOGIA,Dendrochronologia,B,6,http://ees.elsevier.com/dendro/,FALSE,ITALY,1983,ELSEVIER GMBH,"HACKERBRUCKE 6, MUNICH, GERMANY, 80335",ZX450,http://www.elsevier.com
90337,06789J,0109-5641,1879-0097,DENTAL MATERIALS,DENT MATER,Dent. Mater.,M,12,http://ees.elsevier.com/dema/,FALSE,ENGLAND,1985,ELSEVIER SCI LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB",JM451,http://www.elsevier.com
90338,13797J,0287-4547,1881-1361,DENTAL MATERIALS JOURNAL,DENT MATER J,Dent. Mater. J.,B,6,https://www.evise.com/profile/#/DEMA/login,FALSE,JAPAN,1992,JAPANESE SOC DENTAL MATERIALS DEVICES,"C/O KOKU HOKEN KYOKAI, 1-43-9 KOMAGOME TS BDG, KOMAGOME, TOSHIMA-KU, TOKYO, JAPAN, 170-0003",OD649,http://wwwsoc.nii.ac.jp/jsdmdm/index-e.shtml
90339,13557J,1600-4469,1600-9657,DENTAL TRAUMATOLOGY,DENT TRAUMATOL,Dent. Traumatol.,B,6,http://mc.manuscriptcentral.com/dt,FALSE,DENMARK,2001,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",FL501,http://www.wiley.com/WileyCDA/
90340,10401J,0250-832X,1476-542X,DENTOMAXILLOFACIAL RADIOLOGY,DENTOMAXILLOFAC RAD,Dentomaxillofac. Radiol.,B,8,http://www.editorialmanager.com/dmfr/,FALSE,ENGLAND,1974,BRITISH INST RADIOLOGY,"36 PORTLAND PLACE, LONDON, ENGLAND, W1N 4AT",FR001,http://www.bir.org.uk
90346,13236J,1091-4269,1520-6394,DEPRESSION AND ANXIETY,DEPRESS ANXIETY,Depress. Anxiety,M,12,http://mc.manuscriptcentral.com/da,FALSE,UNITED STATES OF AMERICA,1997,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",FL501,http://www.wiley.com/WileyCDA/
90352,C5968J,1710-3568,2162-5220,DERMATITIS,DERMATITIS,Dermatitis,B,6,http://www.editorialmanager.com/der/,FALSE,UNITED STATES OF AMERICA,1989,LIPPINCOTT WILLIAMS & WILKINS,"TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103",VF505,http://www.lww.com/
90357,C8244J,1027-8117,2223-330X,DERMATOLOGICA SINICA,DERMATOL SIN,Dermatol. Sin.,Q,4,,TRUE,TAIWAN,1983,WOLTERS KLUWER MEDKNOW PUBLICATIONS,"WOLTERS KLUWER INDIA PVT LTD , A-202, 2ND FLR, QUBE, C T S  NO 1498A-2 VILLAGE MAROL, ANDHERI EAST, MUMBAI, INDIA, 400059",ACF34,http://www.medknow.com
90354,04767J,0733-8635,1558-0520,DERMATOLOGIC CLINICS,DERMATOL CLIN,Dermatol. Clin.,Q,4,http://www.elsevier.com/__data/promis_misc/ClinicsGuidelines-Base-Derm-2011.pdf,FALSE,UNITED STATES OF AMERICA,1983,W B SAUNDERS CO-ELSEVIER INC,"1600 JOHN F KENNEDY BOULEVARD, STE 1800, PHILADELPHIA, USA, PA, 19103-2899",ZY601,http://www.elsevier.com
90355,11246J,1076-0512,1524-4725,DERMATOLOGIC SURGERY,DERMATOL SURG,Dermatol. Surg.,M,12,http://mc.manuscriptcentral.com/ds,FALSE,UNITED STATES OF AMERICA,1995,LIPPINCOTT WILLIAMS & WILKINS,"TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103",VF505,http://www.lww.com/
90356,C6458J,1396-0296,1529-8019,DERMATOLOGIC THERAPY,DERMATOL THER,Dermatol. Ther.,B,6,http://mc.manuscriptcentral.com/dth,FALSE,UNITED STATES OF AMERICA,1996,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",FL501,http://www.wiley.com/WileyCDA/
90359,09772J,1018-8665,1421-9832,DERMATOLOGY,DERMATOLOGY,Dermatology,B,6,http://oper1.karger.com/xpresstrack/submissions/?jid=147,FALSE,SWITZERLAND,1992,KARGER,"ALLSCHWILERSTRASSE 10, BASEL, SWITZERLAND, CH-4009",WG001,http://www.karger.ch
90360,D7921J,2193-8210,2190-9172,DERMATOLOGY AND THERAPY,DERMATOLOGY THER,Dermatol. Ther.,Q,4,,TRUE,ENGLAND,2011,ADIS INT LTD,"5 THE WAREHOUSE WAY, NORTHCOTE, NEW ZEALAND, AUCKLAND, 0627",AO710,http://www.adisonline.info
90366,32494J,0011-9164,1873-4464,DESALINATION,DESALINATION,Desalination,S,24,http://ees.elsevier.com/des/,FALSE,NETHERLANDS,1966,ELSEVIER,"RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX",JM901,http://www.elsevier.com
90367,C9399J,1944-3994,1944-3986,DESALINATION AND WATER TREATMENT,DESALIN WATER TREAT,Desalin. Water Treat.,F,36,http://mc.manuscriptcentral.com/tdwt,FALSE,ITALY,2009,DESALINATION PUBL,"36 WALCOTT VALLEY DRIVE,, HOPKINTON, USA, MA, 01748",ACB05,http://www.desline.com
90373,12002J,0929-5585,1572-8080,DESIGN AUTOMATION FOR EMBEDDED SYSTEMS,DES AUTOM EMBED SYST,Des. Autom. Embed. Syst.,Q,4,,,NETHERLANDS,1995,SPRINGER,"VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ",PA269,http://www.springeronline.com
90378,13240J,1385-772X,1568-5551,DESIGNED MONOMERS AND POLYMERS,DES MONOMERS POLYM,Des. Monomers Polym.,I,,http://www.tandfonline.com/action/authorSubmission?journalCode=tcoi20&page=instructions#.VEbHv4vF9Gg,TRUE,NETHERLANDS,1998,TAYLOR & FRANCIS LTD,"2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OR14 4RN",ZA501,http://www.tandfonline.com
90380,12975J,0925-1022,1573-7586,DESIGNS CODES AND CRYPTOGRAPHY,DESIGN CODE CRYPTOGR,Designs Codes Cryptogr.,M,12,http://www.editorialmanager.com/desi/,FALSE,UNITED STATES OF AMERICA,1991,SPRINGER,"VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ",PA269,http://www.springeronline.com
90377,07778J,0142-694X,1872-6909,DESIGN STUDIES,DESIGN STUD,Design Stud.,B,6,http://ees.elsevier.com/destud/,FALSE,ENGLAND,1979,ELSEVIER SCI LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB",JM451,http://www.elsevier.com
90384,32508J,1435-1951,1522-2403,DEUTSCHE ENTOMOLOGISCHE ZEITSCHRIFT,DEUT ENTOMOL Z,Dtsch. Entomol. Z.,H,2,,TRUE,BULGARIA,1881,PENSOFT PUBLISHERS,"12 PROF GEORGI ZLATARSKI ST, SOFIA, BULGARIA, 1700",ABA53,http://www.pensoft.net
90385,32510J,0012-0413,0012-0413,DEUTSCHE LEBENSMITTEL-RUNDSCHAU,DEUT LEBENSM-RUNDSCH,Dtsch. Lebensm.-Rundsch.,M,12,,,GERMANY,1903,B BEHES VERLAG GMBH & CO KG,"AVERHOFFSTRASSE 10, HAMBURG, GERMANY, 22085",ACI74,http://www.behrs.de
90386,32516J,0012-0472,1439-4413,DEUTSCHE MEDIZINISCHE WOCHENSCHRIFT,DEUT MED WOCHENSCHR,Dtsch. Med. Wochenschr.,S,25,,,GERMANY,1875,GEORG THIEME VERLAG KG,"RUDIGERSTR 14, STUTTGART, GERMANY, D-70469",KW501,http://www.thieme.de
90391,C9494J,1866-0452,1866-0452,DEUTSCHES ARZTEBLATT INTERNATIONAL,DTSCH ARZTEBL INT,Dtsch. Arztebl. Int.,W,52,http://www.aerzteblatt-international.de/int/,FALSE,GERMANY,1903,DEUTSCHER AERZTE-VERLAG GMBH,"DIESELSTRABE 2, POSTFACH 400265, COLOGNE, GERMANY, D-50859",IN400,http://www.aerzteblatt.de
90393,C7545J,1471-8731,1471-8847,DEVELOPING WORLD BIOETHICS,DEV WORLD BIOETH,Dev. World Bioeth.,T,3,http://mc.manuscriptcentral.com/dwb,FALSE,ENGLAND,2001,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",FL501,http://www.wiley.com/WileyCDA/
90394,07052J,0950-1991,1477-9129,DEVELOPMENT,DEVELOPMENT,Development,S,24,http://submit-dev.biologists.org/index.dtl/?ctst=y,FALSE,ENGLAND,1987,COMPANY BIOLOGISTS LTD,"BIDDER BUILDING, STATION RD, HISTON, CAMBRIDGE, ENGLAND, CB24 9LF",HV025,http://www.biologists.org
90402,32664J,0145-305X,1879-0089,DEVELOPMENTAL AND COMPARATIVE IMMUNOLOGY,DEV COMP IMMUNOL,Dev. Comp. Immunol.,M,12,http://ees.elsevier.com/dci/,FALSE,ENGLAND,1977,ELSEVIER SCI LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB",JM451,http://www.elsevier.com
90403,32648J,0012-1606,1095-564X,DEVELOPMENTAL BIOLOGY,DEV BIOL,Dev. Biol.,S,24,http://ees.elsevier.com/developmentalbiology/,FALSE,UNITED STATES OF AMERICA,1959,ACADEMIC PRESS INC ELSEVIER SCIENCE,"525 B ST, STE 1900, SAN DIEGO, USA, CA, 92101-4495",AH001,http://www.apnet.com
90404,13787J,1534-5807,1878-1551,DEVELOPMENTAL CELL,DEV CELL,Dev. Cell,M,12,http://www.editorialmanager.com/developmental-cell/,FALSE,UNITED STATES OF AMERICA,2001,CELL PRESS,"50 HAMPSHIRE ST, FLOOR 5, CAMBRIDGE, USA, MA, 02139",GT963,http://www.cell.com/cellpress
90405,D1617J,1878-9293,1878-9307,DEVELOPMENTAL COGNITIVE NEUROSCIENCE,DEV COGN NEUROS-NETH,Dev. Cogn. Neurosci.,B,6,,TRUE,ENGLAND,2011,ELSEVIER SCI LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB",JM451,http://www.elsevier.com
90406,09616J,1058-8388,1097-0177,DEVELOPMENTAL DYNAMICS,DEV DYNAM,Dev. Dyn.,M,12,http://mc.manuscriptcentral.com/dvdy-wiley,FALSE,UNITED STATES OF AMERICA,1992,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",FL501,http://www.wiley.com/WileyCDA/
90407,32692J,0012-1622,1469-8749,DEVELOPMENTAL MEDICINE AND CHILD NEUROLOGY,DEV MED CHILD NEUROL,Dev. Med. Child Neurol.,M,12,http://mc.manuscriptcentral.com/dmcn,FALSE,ENGLAND,1958,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",FL501,http://www.wiley.com/WileyCDA/
90408,C6981J,1932-8451,1932-846X,DEVELOPMENTAL NEUROBIOLOGY,DEV NEUROBIOL,Dev. Neurobiol.,M,12,http://mc.manuscriptcentral.com/neuro-wiley,FALSE,UNITED STATES OF AMERICA,2007,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",FL501,http://www.wiley.com/WileyCDA/
90409,06976J,8756-5641,1532-6942,DEVELOPMENTAL NEUROPSYCHOLOGY,DEV NEUROPSYCHOL,Dev. Neuropsychol.,B,8,http://mc.manuscriptcentral.com/hdvn,FALSE,UNITED STATES OF AMERICA,1985,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",VQ835,http://www.tandfonline.com
90410,D0389J,1751-8423,1751-8431,DEVELOPMENTAL NEUROREHABILITATION,DEV NEUROREHABIL,Dev. Neurorehabil.,B,6,http://mc.manuscriptcentral.com/tpdr,FALSE,ENGLAND,2007,TAYLOR & FRANCIS INC,"530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106",ZA463,http://www.tandfonline.com/
90411,01385J,0378-5866,1421-9859,DEVELOPMENTAL NEUROSCIENCE,DEV NEUROSCI-BASEL,Dev. Neurosci.,B,6,http://oper1.karger.com/xpresstrack/submissions/?jid=135,FALSE,SWITZERLAND,1978,KARGER,"ALLSCHWILERSTRASSE 10, BASEL, SWITZERLAND, CH-4009",WG001,http://www.karger.ch
90412,32708J,0012-1630,1098-2302,DEVELOPMENTAL PSYCHOBIOLOGY,DEV PSYCHOBIOL,Dev. Psychobiol.,B,8,http://mc.manuscriptcentral.com/dev,FALSE,UNITED STATES OF AMERICA,1967,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",FL501,http://www.wiley.com/WileyCDA/
90397,11830J,0949-944X,1432-041X,DEVELOPMENT GENES AND EVOLUTION,DEV GENES EVOL,Dev. Genes Evol.,B,6,https://www.editorialmanager.com/dgae/,FALSE,GERMANY,1996,SPRINGER,"233 SPRING ST, NEW YORK, USA, NY, 10013",YK501,http://www.springeronline.com
90398,32681J,0012-1592,1440-169X,DEVELOPMENT GROWTH & DIFFERENTIATION,DEV GROWTH DIFFER,Dev. Growth Diff.,M,9,http://mc.manuscriptcentral.com/dgd,FALSE,JAPAN,1950,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",FL501,http://www.wiley.com/WileyCDA/
90423,32736J,0012-1797,1939-327X,DIABETES,DIABETES,Diabetes,M,12,http://diabetes.diabetesjournals.org/site/misc/ifora.xhtml,FALSE,UNITED STATES OF AMERICA,1952,AMER DIABETES ASSOC,"1701 N BEAUREGARD ST, ALEXANDRIA, USA, VA, 22311-1717",BV501,http://www.diabetes.org
90428,01971J,0149-5992,1935-5548,DIABETES CARE,DIABETES CARE,Diabetes Care,M,12,http://care.diabetesjournals.org/site/misc/ifora.xhtml,FALSE,UNITED STATES OF AMERICA,1978,AMER DIABETES ASSOC,"1701 N BEAUREGARD ST, ALEXANDRIA, USA, VA, 22311-1717",BV501,http://www.diabetes.org
90429,10418J,0145-7217,1554-6063,DIABETES EDUCATOR,DIABETES EDUCATOR,Diabetes Educ.,B,6,http://mc.manuscriptcentral.com/tde,FALSE,UNITED STATES OF AMERICA,1974,SAGE PUBLICATIONS INC,"2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320",WH001,http://www.sagepub.co.uk
90431,D7591J,1178-7007,1178-7007,DIABETES METABOLIC SYNDROME AND OBESITY-TARGETS AND THERAPY,DIABET METAB SYND OB,Diabetes Metab. Syndr. Obes.,C,1,https://www.dovepress.com/submit_step_1.php,TRUE,NEW ZEALAND,2008,DOVE MEDICAL PRESS LTD,"PO BOX 300-008, ALBANY, NEW ZEALAND, AUCKLAND, 0752",ABT06,http://www.dovepress.com
90425,32730J,1262-3636,1878-1780,DIABETES & METABOLISM,DIABETES METAB,Diabetes Metab.,B,6,http://ees.elsevier.com/diabet/,FALSE,FRANCE,1975,MASSON EDITEUR,"21 STREET CAMILLE DESMOULINS, ISSY, MOULINEAUX CEDEX 9, FRANCE, 92789",QB501,http://www.masson.fr
90426,D5630J,2233-6079,2233-6087,DIABETES & METABOLISM JOURNAL,DIABETES METAB J,Diabetes Metab. J.,B,6,http://submit.e-dmj.org/,TRUE,SOUTH KOREA,1972,KOREAN DIABETES ASSOC,"101-2104, LOTTE CASTLE PRES, 109 MAPO-DAERO, MAPO-GU, SEOUL, SOUTH KOREA, 04146",ADG28,http://diabetes.or.kr
90437,12982J,1520-7552,1520-7560,DIABETES-METABOLISM RESEARCH AND REVIEWS,DIABETES-METAB RES,Diabetes-Metab. Res. Rev.,B,8,https://mc.manuscriptcentral.com/dmrr,FALSE,ENGLAND,1999,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",FL501,http://www.wiley.com/WileyCDA/
90432,13226J,1462-8902,1463-1326,DIABETES OBESITY & METABOLISM,DIABETES OBES METAB,Diabetes Obes. Metab.,M,12,http://mc.manuscriptcentral.com/dom,FALSE,ENGLAND,1999,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",FL501,http://www.wiley.com/WileyCDA/
90433,07226J,0168-8227,1872-8227,DIABETES RESEARCH AND CLINICAL PRACTICE,DIABETES RES CLIN PR,Diabetes Res. Clin. Pract.,M,12,http://ees.elsevier.com/diab/,FALSE,NETHERLANDS,1985,ELSEVIER IRELAND LTD,"ELSEVIER HOUSE, BROOKVALE PLAZA, EAST PARK SHANNON, CO, CLARE, IRELAND, 00000",JN201,http://www.elsevier.nl
90434,C7194J,1861-7603,1861-7603,DIABETES STOFFWECHSEL UND HERZ,DIABETES STOFFWECH H,Diabetes Stoffwech. Herz,B,6,,,GERMANY,1992,VERLAG KIRCHHEIM,"POSTFACH 25 24, MAINZ, GERMANY, 55015",ABP95,
90435,C6848J,1520-9156,1557-8593,DIABETES TECHNOLOGY & THERAPEUTICS,DIABETES TECHNOL THE,Diabetes Technol. Ther.,M,12,http://mc.manuscriptcentral.com/diabetestechnology,FALSE,UNITED STATES OF AMERICA,1999,"MARY ANN LIEBERT, INC","140 HUGUENOT STREET, 3RD FL, NEW ROCHELLE, USA, NY, 10801",PZ785,http://www.liebertpub.com/
90436,D5109J,1869-6953,1869-6961,DIABETES THERAPY,DIABETES THER,Diabetes Ther.,B,6,http://www.editorialmanager.com/diat/default.aspx,TRUE,ENGLAND,2010,SPRINGER HEIDELBERG,"TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121",ZX651,http://www.springer.com
90427,C8824J,1479-1641,1752-8984,DIABETES & VASCULAR DISEASE RESEARCH,DIABETES VASC DIS RE,Diabetes Vasc. Dis. Res.,B,6,http://mc.manuscriptcentral.com/dev,FALSE,ENGLAND,2004,SAGE PUBLICATIONS LTD,"1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP",WH076,http://www.sagepub.co.uk
90439,06682J,0742-3071,1464-5491,DIABETIC MEDICINE,DIABETIC MED,Diabetic Med.,M,12,http://mc.manuscriptcentral.com/dme,FALSE,ENGLAND,1984,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",FL501,http://www.wiley.com/WileyCDA/
90440,C8217J,1860-9716,1860-9724,DIABETOLOGE,DIABETOLOGE,Diabetologe,B,8,,,GERMANY,2005,SPRINGER HEIDELBERG,"TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121",ZX651,http://www.springer.com
90441,32753J,0012-186X,1432-0428,DIABETOLOGIA,DIABETOLOGIA,Diabetologia,M,12,http://mc.manuscriptcentral.com/diabetologia,FALSE,GERMANY,1965,SPRINGER,"233 SPRING ST, NEW YORK, USA, NY, 10013",YK501,http://www.springeronline.com
90442,C7479J,1861-9002,1861-9010,DIABETOLOGIE UND STOFFWECHSEL,DIABETOL STOFFWECHS,Diabetol. Stoffwechs.,B,6,,,GERMANY,2006,GEORG THIEME VERLAG KG,"RUDIGERSTR 14, STUTTGART, GERMANY, D-70469",KW501,http://www.thieme.de
90443,D0656J,1758-5996,1758-5996,DIABETOLOGY & METABOLIC SYNDROME,DIABETOL METAB SYNDR,Diabetol. Metab. Syndr.,I,,http://www.dmsjournal.com/manuscript,TRUE,BRAZIL,2009,BMC,"CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW",FI745,https://www.biomedcentral.com/
90448,D2623J,2211-5684,2211-5684,DIAGNOSTIC AND INTERVENTIONAL IMAGING,DIAGN INTERV IMAG,Diagn. Interv. Imaging,M,12,https://ees.elsevier.com/diii/default.asp?acw=700c4ee63595e4483b69b0c129076b93edadgxrqa%7C%24%7C8EC7EC59F01FA75DD046A25CD22A73F0A1A5C8D99A01ED8E94324AAC57DE6DE7698C4CC945FE9864393F8E75BA5123EC829EA6769FBA75103FBA44D1BD4E4F2EB0469A67597464825D387A21AFA2E514&utt=34632d96e2a016133f62e94029e2cf53939610f-6,FALSE,FRANCE,2012,"ELSEVIER MASSON, CORPORATION OFFICE","65 CAMILLE DESMOULINS CS50083 ISSY-LES-MOULINEAUX, PARIS, FRANCE, 92442",QB525,http://www.masson.it
90449,C7319J,1305-3825,1305-3612,DIAGNOSTIC AND INTERVENTIONAL RADIOLOGY,DIAGN INTERV RADIOL,Diagn. Interv. Radiol.,B,6,http://mc04.manuscriptcentral.com/dir,FALSE,TURKEY,2004,AVES,"BUYUKDERE CAD 105-9, MECIDIYEKOY, SISLI, TURKEY, ISTANBUL, 34394",ABW68,http://www.avesyayincilik.com
90450,07166J,8755-1039,1097-0339,DIAGNOSTIC CYTOPATHOLOGY,DIAGN CYTOPATHOL,Diagn. Cytopathol.,M,12,http://mc.manuscriptcentral.com/dc,FALSE,UNITED STATES OF AMERICA,1985,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",FL501,http://www.wiley.com/WileyCDA/
90451,05874J,0732-8893,1879-0070,DIAGNOSTIC MICROBIOLOGY AND INFECTIOUS DISEASE,DIAGN MICR INFEC DIS,Diagn. Microbiol. Infect. Dis.,M,12,http://ees.elsevier.com/dmid/,FALSE,UNITED STATES OF AMERICA,1983,ELSEVIER SCIENCE INC,"STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169",JM501,http://www.elsevier.com
90452,C8952J,1746-1596,1746-1596,DIAGNOSTIC PATHOLOGY,DIAGN PATHOL,Diagn. Pathol.,I,,http://www.diagnosticpathology.org/manuscript,TRUE,ENGLAND,2006,BMC,"CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW",FI745,https://www.biomedcentral.com/
90454,D3836J,2075-4418,2075-4418,DIAGNOSTICS,DIAGNOSTICS,Diagnostics,Q,4,https://susy.mdpi.com/,TRUE,SWITZERLAND,2011,MDPI,"ST ALBAN-ANLAGE 66, BASEL, SWITZERLAND, CH-4052",RB400,http://www.mdpi.com
90467,D8531J,1294-8322,1958-5969,DIALOGUES IN CLINICAL NEUROSCIENCE,DIALOGUES CLIN NEURO,Dialogues Clin. Neurosci.,Q,4,https://www.dialogues-cns.org/instructions-for-authors/,FALSE,FRANCE,1999,INST CONFERENCE HIPPOCRATE,"50 RUE CARNOT, SURESNESS-CEDEX, FRANCE, 92284",ADN85,
90471,09941J,0925-9635,1879-0062,DIAMOND AND RELATED MATERIALS,DIAM RELAT MATER,Diam. Relat. Mat.,M,10,http://ees.elsevier.com/diamond/,FALSE,NETHERLANDS,1991,ELSEVIER SCIENCE SA,"PO BOX 564, LAUSANNE, SWITZERLAND, 1001",JN251,http://www.elsevier.nl
90473,13389J,0269-249X,2159-8347,DIATOM RESEARCH,DIATOM RES,Diatom Res.,Q,4,http://mc.manuscriptcentral.com/tdia,FALSE,ENGLAND,1986,TAYLOR & FRANCIS LTD,"2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OR14 4RN",ZA501,http://www.tandfonline.com
90480,D0019J,0893-4983,0893-4983,DIFFERENTIAL AND INTEGRAL EQUATIONS,DIFFER INTEGRAL EQU,Differ. Integral Equ.,M,12,http://www.aftabi.com/DIE.html,FALSE,UNITED STATES OF AMERICA,1988,KHAYYAM PUBL CO INC,"PO BOX 429, ATHENS, USA, OH, 45701",ACE12,
90481,03551J,0012-2661,1608-3083,DIFFERENTIAL EQUATIONS,DIFF EQUAT+,Differ. Equ.,M,12,http://www.springerlink.com/content/0012-2661/,FALSE,RUSSIAN FEDERATION,1965,PLEIADES PUBLISHING INC,"PLEIADES PUBLISHING INC, MOSCOW, RUSSIA, 00000",ADJ53,
90484,10522J,0926-2245,1872-6984,DIFFERENTIAL GEOMETRY AND ITS APPLICATIONS,DIFFER GEOM APPL,Differ. Geom. Appl.,B,6,http://ees.elsevier.com/dga/,FALSE,NETHERLANDS,1991,ELSEVIER,"RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX",JM901,http://www.elsevier.com
90485,32797J,0301-4681,1432-0436,DIFFERENTIATION,DIFFERENTIATION,Differentiation,B,6,http://ees.elsevier.com/diff/,FALSE,UNITED STATES OF AMERICA,1973,ELSEVIER SCI LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB",JM451,http://www.elsevier.com
90488,32802J,0012-2823,1421-9867,DIGESTION,DIGESTION,Digestion,B,8,http://oper1.karger.com/xpresstrack/submissions/?jid=114,FALSE,SWITZERLAND,1968,KARGER,"ALLSCHWILERSTRASSE 10, BASEL, SWITZERLAND, CH-4009",WG001,http://www.karger.ch
90489,13281J,1590-8658,1878-3562,DIGESTIVE AND LIVER DISEASE,DIGEST LIVER DIS,Dig. Liver Dis.,M,12,http://ees.elsevier.com/dld/,FALSE,ITALY,2000,ELSEVIER SCIENCE INC,"STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169",JM501,http://www.elsevier.com
