Journal title,search title,search id,search hash,matched,suggestions
International Journal of Technology Intelligence and Planning,International Journal of Technology Intelligence and Planning,jour.1143766,8f8f5ae559828e9a0899493ef1c70ee08adbe466,1.0,"{""suggestions"": [{""value"": ""International Journal of Technology Intelligence and Planning"", ""data"": {""id"": ""jour.1143766"", ""title"": ""International Journal of Technology Intelligence and Planning"", ""hash"": ""8f8f5ae559828e9a0899493ef1c70ee08adbe466""}}]}"
International Journal of Technology Management and Sustainable Development,International Journal of Technology Management and Sustainable Development,jour.1143845,4f467a1b712da76dc57c4e6d9dbea42a752fa2f0,1.0,"{""suggestions"": [{""value"": ""International Journal of Technology Management and Sustainable Development"", ""data"": {""id"": ""jour.1143845"", ""title"": ""International Journal of Technology Management and Sustainable Development"", ""hash"": ""4f467a1b712da76dc57c4e6d9dbea42a752fa2f0""}}]}"
International Journal of Technology Policy and Management,International Journal of Technology Policy and Management,jour.1142264,4a71f1a636d4e5de3cd1fc1e0b2a507a1c3d26cc,1.0,"{""suggestions"": [{""value"": ""International Journal of Technology Policy and Management"", ""data"": {""id"": ""jour.1142264"", ""title"": ""International Journal of Technology Policy and Management"", ""hash"": ""4a71f1a636d4e5de3cd1fc1e0b2a507a1c3d26cc""}}]}"
International Journal of Technology Transfer and Commercialisation,International Journal of Technology Transfer and Commercialisation,jour.1143085,ca86700d0cf08b6acbb6a88086d461d244bb5659,1.0,"{""suggestions"": [{""value"": ""International Journal of Technology Transfer and Commercialisation"", ""data"": {""id"": ""jour.1143085"", ""title"": ""International Journal of Technology Transfer and Commercialisation"", ""hash"": ""ca86700d0cf08b6acbb6a88086d461d244bb5659""}}]}"
International Journal of the Digital Human,International Journal of the Digital Human,jour.1157104,5a16f962173a70df67ced820fd41f750a86186a5,1.0,"{""suggestions"": [{""value"": ""International Journal of the Digital Human"", ""data"": {""id"": ""jour.1157104"", ""title"": ""International Journal of the Digital Human"", ""hash"": ""5a16f962173a70df67ced820fd41f750a86186a5""}}]}"
International Technology Management Review,,,,2.0,"{""suggestions"": [{""value"": ""The International Technology Management Review"", ""data"": {""id"": ""jour.1149822"", ""title"": ""The International Technology Management Review"", ""hash"": ""37edecd4dfc33742791d26a410180ae4e2edf480""}}]}"
Journal of Informetrics,Journal of Informetrics,jour.1043111,6e051c78644180f25a82b2c7747599d6ada1136f,1.0,"{""suggestions"": [{""value"": ""Journal of Informetrics"", ""data"": {""id"": ""jour.1043111"", ""title"": ""Journal of Informetrics"", ""hash"": ""6e051c78644180f25a82b2c7747599d6ada1136f""}}]}"
Journal of Science and Technology Policy Management,Journal of Science and Technology Policy Management,jour.1150391,895fde8bb5e8afe8b096afd4e86ff9df4da433c9,1.0,"{""suggestions"": [{""value"": ""Journal of Science and Technology Policy Management"", ""data"": {""id"": ""jour.1150391"", ""title"": ""Journal of Science and Technology Policy Management"", ""hash"": ""895fde8bb5e8afe8b096afd4e86ff9df4da433c9""}}]}"
"Academy of Management, Learning and Education",,,,2.0,"{""suggestions"": [{""value"": ""Academy of Management Learning and Education"", ""data"": {""id"": ""jour.1046551"", ""title"": ""Academy of Management Learning and Education"", ""hash"": ""6e767ecb2edf77eaafd6ac47369930af7a26a89f""}}]}"
British Educational Research Journal,British Educational Research Journal,jour.1128805,7048132a64d219af6c3814295b700e4da30b98d2,1.0,"{""suggestions"": [{""value"": ""British Educational Research Journal"", ""data"": {""id"": ""jour.1128805"", ""title"": ""British Educational Research Journal"", ""hash"": ""7048132a64d219af6c3814295b700e4da30b98d2""}}]}"
Management Learning,Management Learning,jour.1137662,f316fa80ffff2c4c93848c2923898743881f75f5,1.0,"{""suggestions"": [{""value"": ""Management Learning"", ""data"": {""id"": ""jour.1137662"", ""title"": ""Management Learning"", ""hash"": ""f316fa80ffff2c4c93848c2923898743881f75f5""}}, {""value"": ""Academy of Management Learning and Education"", ""data"": {""id"": ""jour.1046551"", ""title"": ""Academy of Management Learning and Education"", ""hash"": ""6e767ecb2edf77eaafd6ac47369930af7a26a89f""}}, {""value"": ""International Journal of e-Education e-Business e-Management and e-Learning"", ""data"": {""id"": ""jour.1142033"", ""title"": ""International Journal of e-Education e-Business e-Management and e-Learning"", ""hash"": ""a7dba99e3a2c62531efe9e55f12b44af2105fbb4""}}, {""value"": ""Knowledge Management & E-Learning An International Journal"", ""data"": {""id"": ""jour.1271169"", ""title"": ""Knowledge Management & E-Learning An International Journal"", ""hash"": ""08bf86f0f46c44e584871c005ab6b0209895a747""}}, {""value"": ""Knowledge Management and Organizational Learning"", ""data"": {""id"": ""jour.1341799"", ""title"": ""Knowledge Management and Organizational Learning"", ""hash"": ""9787233d000e9e68df1fe0078f57fcd2551cdd4b""}}, {""value"": ""International Journal of Learning Management Systems"", ""data"": {""id"": ""jour.1154766"", ""title"": ""International Journal of Learning Management Systems"", ""hash"": ""c08b15d48dedf2055b1fbbbf94fffc4778eae81f""}}]}"
Studies in Higher Education,Studies in Higher Education,jour.1137802,efc341ec06b9465d025af6ef64610e6829bb5a93,1.0,"{""suggestions"": [{""value"": ""Studies in Higher Education"", ""data"": {""id"": ""jour.1137802"", ""title"": ""Studies in Higher Education"", ""hash"": ""efc341ec06b9465d025af6ef64610e6829bb5a93""}}, {""value"": ""Knowledge Studies in Higher Education"", ""data"": {""id"": ""jour.1356316"", ""title"": ""Knowledge Studies in Higher Education"", ""hash"": ""5fcc11b3e9f683d5cc59a4b4e420c8ef682781f0""}}]}"
Accounting Education,Accounting Education,jour.1138848,f56b45d159e8c80d98c3832ea138b0722e84ec18,1.0,"{""suggestions"": [{""value"": ""Accounting Education"", ""data"": {""id"": ""jour.1138848"", ""title"": ""Accounting Education"", ""hash"": ""f56b45d159e8c80d98c3832ea138b0722e84ec18""}}, {""value"": ""Journal of Accounting Education"", ""data"": {""id"": ""jour.1139043"", ""title"": ""Journal of Accounting Education"", ""hash"": ""e49c36fc7402613605ca5a123785f54ee74b6ff8""}}, {""value"": ""Issues in Accounting Education"", ""data"": {""id"": ""jour.1138856"", ""title"": ""Issues in Accounting Education"", ""hash"": ""5cc3ae2e248c5a99fbf1df903d4569531dd8194b""}}, {""value"": ""Advances in Accounting Education"", ""data"": {""id"": ""jour.1269919"", ""title"": ""Advances in Accounting Education"", ""hash"": ""8836539f52f51763a7392327cc65fb2a62e41e9c""}}, {""value"": ""Journal of Accounting and Business Education"", ""data"": {""id"": ""jour.1314563"", ""title"": ""Journal of Accounting and Business Education"", ""hash"": ""e039015b838c53c48c560db625c31d445b597654""}}]}"
Advances in Developing Human Resources,Advances in Developing Human Resources,jour.1050965,d94ac16f41c8583d0b4afa514e347dab1d2e589a,1.0,"{""suggestions"": [{""value"": ""Advances in Developing Human Resources"", ""data"": {""id"": ""jour.1050965"", ""title"": ""Advances in Developing Human Resources"", ""hash"": ""d94ac16f41c8583d0b4afa514e347dab1d2e589a""}}]}"
British Journal of Guidance and Counseling,,,,0.0,"{""suggestions"": []}"
Higher Education,Higher Education,jour.1341432,8c99c730d772deff120a4b74e51debdc2b672c89,1.0,"{""suggestions"": [{""value"": ""The Journal of Higher Education"", ""data"": {""id"": ""jour.1086361"", ""title"": ""The Journal of Higher Education"", ""hash"": ""532c867d4159dbac1a1cf4f282be9b18d62f1046""}}, {""value"": ""Higher Education Abstracts"", ""data"": {""id"": ""jour.1137423"", ""title"": ""Higher Education Abstracts"", ""hash"": ""f04c36526f80855b4203f053904f8fd6488caf49""}}, {""value"": ""Higher Education"", ""data"": {""id"": ""jour.1327627"", ""title"": ""Higher Education"", ""hash"": ""74f80568e7c02e1e7a2a378f1f0ac9d85bc047c4""}}, {""value"": ""Higher Education Quarterly"", ""data"": {""id"": ""jour.1137448"", ""title"": ""Higher Education Quarterly"", ""hash"": ""687aad1c339a5cea144f312a4e15130de4aafe31""}}, {""value"": ""Studies in Higher Education"", ""data"": {""id"": ""jour.1137802"", ""title"": ""Studies in Higher Education"", ""hash"": ""efc341ec06b9465d025af6ef64610e6829bb5a93""}}, {""value"": ""Higher Education in Europe"", ""data"": {""id"": ""jour.1137655"", ""title"": ""Higher Education in Europe"", ""hash"": ""0ed70e62c1648e549c1a0677280e1cfe8d3545a9""}}, {""value"": ""New Directions for Higher Education"", ""data"": {""id"": ""jour.1137801"", ""title"": ""New Directions for Higher Education"", ""hash"": ""f6fb1c430abf0adab152d893089a44b530eabbff""}}, {""value"": ""Research in Higher Education"", ""data"": {""id"": ""jour.1046373"", ""title"": ""Research in Higher Education"", ""hash"": ""897c4bffdbc951a9117a13680fd2b609e0612939""}}, {""value"": ""Industry and Higher Education"", ""data"": {""id"": ""jour.1139122"", ""title"": ""Industry and Higher Education"", ""hash"": ""63f764ff107716b9c6d77416ef4020fe5e5bd58b""}}, {""value"": ""Assessment & Evaluation in Higher Education"", ""data"": {""id"": ""jour.1051567"", ""title"": ""Assessment & Evaluation in Higher Education"", ""hash"": ""a11774145116bae4fc037dcd60e77046ab47ed7d""}}, {""value"": ""Journal of Further and Higher Education"", ""data"": {""id"": ""jour.1138154"", ""title"": ""Journal of Further and Higher Education"", ""hash"": ""63817e50c5bdbf6242ea2dd6f4e18af39a479d90""}}, {""value"": ""Journal of Geography in Higher Education"", ""data"": {""id"": ""jour.1138065"", ""title"": ""Journal of Geography in Higher Education"", ""hash"": ""0f28c64f7da4562a2f2e13200d7068d066eb0d18""}}, {""value"": ""Higher Education Research & Development"", ""data"": {""id"": ""jour.1138380"", ""title"": ""Higher Education Research & Development"", ""hash"": ""f9aacee21f5e255139a57337170887ce69e08690""}}, {""value"": ""The Review of Higher Education"", ""data"": {""id"": ""jour.1049325"", ""title"": ""The Review of Higher Education"", ""hash"": ""399d1a78ae96f643af457f95db145f3820411c4a""}}, {""value"": ""Higher Education Policy"", ""data"": {""id"": ""jour.1136176"", ""title"": ""Higher Education Policy"", ""hash"": ""68f3244723a7a6e50a525ffa4d52a394e8f9e8c2""}}, {""value"": ""Teaching in Higher Education"", ""data"": {""id"": ""jour.1138706"", ""title"": ""Teaching in Higher Education"", ""hash"": ""470effa321931678d2e95863184e8326928cae17""}}, {""value"": ""The Journal of Continuing Higher Education"", ""data"": {""id"": ""jour.1138411"", ""title"": ""The Journal of Continuing Higher Education"", ""hash"": ""4e8a11af8e599383e282409346dd99abf16b73b2""}}, {""value"": ""Advances in Higher Education and Professional Development"", ""data"": {""id"": ""jour.1339289"", ""title"": ""Advances in Higher Education and Professional Development"", ""hash"": ""2740bd5d2dca8a10ea1628ee7292782080153874""}}, {""value"": ""The Journal of Blacks in Higher Education"", ""data"": {""id"": ""jour.1222775"", ""title"": ""The Journal of Blacks in Higher Education"", ""hash"": ""2f8fb4c0656bda622ac875d30cdc65a928d2bc46""}}, {""value"": ""ASHE-ERIC Higher Education Report"", ""data"": {""id"": ""jour.1134455"", ""title"": ""ASHE-ERIC Higher Education Report"", ""hash"": ""b2cbcd594c941fd92db4201799672a57d3ef7f37""}}, {""value"": ""Women in Higher Education"", ""data"": {""id"": ""jour.1131561"", ""title"": ""Women in Higher Education"", ""hash"": ""b82d833d65e160b71f6f038f999b4dcd10d82c49""}}, {""value"": ""Innovative Higher Education"", ""data"": {""id"": ""jour.1135851"", ""title"": ""Innovative Higher Education"", ""hash"": ""fc2b4782efade69f2165f9d4fc00a114147a60c5""}}, {""value"": ""International Journal of Sustainability in Higher Education"", ""data"": {""id"": ""jour.1138472"", ""title"": ""International Journal of Sustainability in Higher Education"", ""hash"": ""4b3555d47311d0210e499372abc91cbac71ee75f""}}, {""value"": ""Journal of Higher Education Policy and Management"", ""data"": {""id"": ""jour.1139469"", ""title"": ""Journal of Higher Education Policy and Management"", ""hash"": ""6ebb06dcdf7f6de553a656dcbb2f2b31927bf987""}}, {""value"": ""Disability Compliance for Higher Education"", ""data"": {""id"": ""jour.1141766"", ""title"": ""Disability Compliance for Higher Education"", ""hash"": ""d77bd4e97942b5c4eebc5931a126c4930d45aa4b""}}, {""value"": ""International Higher Education"", ""data"": {""id"": ""jour.1274124"", ""title"": ""International Higher Education"", ""hash"": ""910043b13772557c6edae93b0d6343d912c42016""}}, {""value"": ""The Internet and Higher Education"", ""data"": {""id"": ""jour.1284218"", ""title"": ""The Internet and Higher Education"", ""hash"": ""f33d90dced48d782c226756b6b6dabd8f309a643""}}, {""value"": ""South African Journal of Higher Education"", ""data"": {""id"": ""jour.1139478"", ""title"": ""South African Journal of Higher Education"", ""hash"": ""54fea5a68dd94fb549d0ccfa0e30782d3b4631d7""}}, {""value"": ""Christian Higher Education"", ""data"": {""id"": ""jour.1140824"", ""title"": ""Christian Higher Education"", ""hash"": ""4f0843d34cbc89355c98048a0e279d6d2058d455""}}, {""value"": ""Quality in Higher Education"", ""data"": {""id"": ""jour.1140540"", ""title"": ""Quality in Higher Education"", ""hash"": ""23c66b9393ea7bd6697ef3e68e65fb5b775e2cea""}}, {""value"": ""Journal of Computing in Higher Education"", ""data"": {""id"": ""jour.1129723"", ""title"": ""Journal of Computing in Higher Education"", ""hash"": ""0380d53860d643529e40c2b4079c67f3978a4bcf""}}, {""value"": ""Arts and Humanities in Higher Education"", ""data"": {""id"": ""jour.1141210"", ""title"": ""Arts and Humanities in Higher Education"", ""hash"": ""25f03dca594674abaa63488fdf253687c4b02806""}}, {""value"": ""Proceedings of Higher Educational Institutions \u041c\u0430chine Building"", ""data"": {""id"": ""jour.1139986"", ""title"": ""Proceedings of Higher Educational Institutions \u041c\u0430chine Building"", ""hash"": ""bbadad06dc274317a6f988a29af33d0fdaa4ad43""}}, {""value"": ""Journal of Marketing for HIGHER EDUCATION"", ""data"": {""id"": ""jour.1141370"", ""title"": ""Journal of Marketing for HIGHER EDUCATION"", ""hash"": ""f856e04aa3044608f5ed5a1e6f4f20359fbbf505""}}, {""value"": ""Journal of Hispanic Higher Education"", ""data"": {""id"": ""jour.1043821"", ""title"": ""Journal of Hispanic Higher Education"", ""hash"": ""77ba99150e59bd7554664688732123a2c7468aeb""}}, {""value"": ""Active Learning in Higher Education"", ""data"": {""id"": ""jour.1141882"", ""title"": ""Active Learning in Higher Education"", ""hash"": ""11a4068478b2274589ed3dc704956cb1f44099cd""}}, {""value"": ""Higher Education Dynamics"", ""data"": {""id"": ""jour.1261621"", ""title"": ""Higher Education Dynamics"", ""hash"": ""f6b34f76b1527c2438da9dde76f9dbdc7c44cbb8""}}, {""value"": ""Higher Education Pedagogies"", ""data"": {""id"": ""jour.1157075"", ""title"": ""Higher Education Pedagogies"", ""hash"": ""25c22e40b31e2cd192dd34d52de2986ed1b5f564""}}, {""value"": ""International Journal of Higher Education"", ""data"": {""id"": ""jour.1142663"", ""title"": ""International Journal of Higher Education"", ""hash"": ""a6b28461c37f128359d6da0f3c53e6492dfbbfd0""}}, {""value"": ""European Journal of Higher Education"", ""data"": {""id"": ""jour.1144639"", ""title"": ""European Journal of Higher Education"", ""hash"": ""2c520915bbf4d69f6ce89677d1e9208e1117fd83""}}, {""value"": ""Journal of Higher Education and Science"", ""data"": {""id"": ""jour.1147323"", ""title"": ""Journal of Higher Education and Science"", ""hash"": ""097da05f344222c59491f0bbe5e68be500c2fcb9""}}, {""value"": ""Journal of Diversity in Higher Education"", ""data"": {""id"": ""jour.1327487"", ""title"": ""Journal of Diversity in Higher Education"", ""hash"": ""162d0b2be9b07ed780edeb9c33ca93d219e452c4""}}, {""value"": ""Higher Education Management and Policy"", ""data"": {""id"": ""jour.1143473"", ""title"": ""Higher Education Management and Policy"", ""hash"": ""ad8f9aba4cb57e58f931af981f1da1451920bfc0""}}, {""value"": ""Perspectives on Issues in Higher Education"", ""data"": {""id"": ""jour.1143835"", ""title"": ""Perspectives on Issues in Higher Education"", ""hash"": ""6b48b8852f3b504feb77e026672edfa391325010""}}, {""value"": ""Higher Education Skills and Work-based Learning"", ""data"": {""id"": ""jour.1145586"", ""title"": ""Higher Education Skills and Work-based Learning"", ""hash"": ""9d5c6ec4b0ccd46d7759066340daa48a097a4b39""}}, {""value"": ""Higher Education Studies"", ""data"": {""id"": ""jour.1142921"", ""title"": ""Higher Education Studies"", ""hash"": ""0cd3098a0c0dfa39e07a0bda811a8461fb21d7b9""}}, {""value"": ""Diversity in Higher Education"", ""data"": {""id"": ""jour.1339722"", ""title"": ""Diversity in Higher Education"", ""hash"": ""0ab9c55720e735f848d9b80c00be4e04011e807c""}}, {""value"": ""International Journal of Educational Technology in Higher Education"", ""data"": {""id"": ""jour.1153787"", ""title"": ""International Journal of Educational Technology in Higher Education"", ""hash"": ""550e5173fe8dd5e5bf37163e6cdc8f3a60cee6a0""}}, {""value"": ""NASPA Journal About Women In Higher Education"", ""data"": {""id"": ""jour.1051351"", ""title"": ""NASPA Journal About Women In Higher Education"", ""hash"": ""eb68fa29afaf67ab0272b29e5c11cf1d21f75db7""}}, {""value"": ""Language Learning in Higher Education"", ""data"": {""id"": ""jour.1146439"", ""title"": ""Language Learning in Higher Education"", ""hash"": ""426c6ae16d6e3b2a755a5656a3aa7252445666de""}}, {""value"": ""Innovations in Higher EducationTeaching and Learning"", ""data"": {""id"": ""jour.1339979"", ""title"": ""Innovations in Higher EducationTeaching and Learning"", ""hash"": ""4cc64876e9907317714780526a05f63ed3fe2b89""}}, {""value"": ""Art Design & Communication in Higher Education"", ""data"": {""id"": ""jour.1143452"", ""title"": ""Art Design & Communication in Higher Education"", ""hash"": ""d7aaa061f27f868215c9dd3f8ce08729ad4b7662""}}, {""value"": ""ASHE Higher Education Report"", ""data"": {""id"": ""jour.1146237"", ""title"": ""ASHE Higher Education Report"", ""hash"": ""54d84ca1fdef360f922a9bfb8b9d1d65abdfa9e0""}}, {""value"": ""Philological Sciences Scientific Essays of Higher Education"", ""data"": {""id"": ""jour.1149004"", ""title"": ""Philological Sciences Scientific Essays of Higher Education"", ""hash"": ""d1c86d032b4dd96adf4d38c27835b6ec04c7eb3b""}}, {""value"": ""The Arab Journal For Quality Assurance In Higher Education"", ""data"": {""id"": ""jour.1153707"", ""title"": ""The Arab Journal For Quality Assurance In Higher Education"", ""hash"": ""859b11318a165e9e4daaa1a4c93392eec88e0dd0""}}, {""value"": ""Vysshee Obrazovanie v Rossii = Higher Education in Russia"", ""data"": {""id"": ""jour.1160109"", ""title"": ""Vysshee Obrazovanie v Rossii = Higher Education in Russia"", ""hash"": ""6f562113f2d339780c4a4bb3208534e1741c5f07""}}, {""value"": ""Cutting-edge Technologies in Higher Education"", ""data"": {""id"": ""jour.1339972"", ""title"": ""Cutting-edge Technologies in Higher Education"", ""hash"": ""35099b687658d0aa519d442a22c388220f07d2d9""}}, {""value"": ""The International Journal of Learning in Higher Education"", ""data"": {""id"": ""jour.1159402"", ""title"": ""The International Journal of Learning in Higher Education"", ""hash"": ""7188fbe86d43bff3a9d026e3eed692f37b654fad""}}, {""value"": ""International Perspectives on Higher Education Research"", ""data"": {""id"": ""jour.1340045"", ""title"": ""International Perspectives on Higher Education Research"", ""hash"": ""846ad68d8db86d6b07a9c026dc739daf8f3023ff""}}, {""value"": ""Higher Education: Handbook of Theory and Research"", ""data"": {""id"": ""jour.1340224"", ""title"": ""Higher Education: Handbook of Theory and Research"", ""hash"": ""5cf17f6536ef0aa357e320260313b601d1c2ffb7""}}, {""value"": ""Makerere Journal of Higher Education"", ""data"": {""id"": ""jour.1148940"", ""title"": ""Makerere Journal of Higher Education"", ""hash"": ""996a0939616df3279dfbff1adf3098ca4f2ef018""}}, {""value"": ""Liceo Journal of Higher Education Research"", ""data"": {""id"": ""jour.1146075"", ""title"": ""Liceo Journal of Higher Education Research"", ""hash"": ""d5cc836566046548af0facf72c8c6be4b7fe38b7""}}, {""value"": ""Assessment in Higher Education"", ""data"": {""id"": ""jour.1147616"", ""title"": ""Assessment in Higher Education"", ""hash"": ""628fd4f9271a898aa09d5e841a637a2f46e56e75""}}, {""value"": ""Daigaku ronshu: Research in higher education"", ""data"": {""id"": ""jour.1369033"", ""title"": ""Daigaku ronshu: Research in higher education"", ""hash"": ""8d6213c66e2e8919aa48ad74b1abdd0cec8d2890""}}, {""value"": ""Journal of Applied Research in Higher Education"", ""data"": {""id"": ""jour.1145691"", ""title"": ""Journal of Applied Research in Higher Education"", ""hash"": ""21ce8574465a78091959c528ae40a9525ed31279""}}, {""value"": ""Higher Education for the Future"", ""data"": {""id"": ""jour.1151689"", ""title"": ""Higher Education for the Future"", ""hash"": ""63f1dd2991690cc17bcf76b444a33d35d4f3c55e""}}, {""value"": ""Proceedings of higher educational establishments Geology and Exploration"", ""data"": {""id"": ""jour.1355245"", ""title"": ""Proceedings of higher educational establishments Geology and Exploration"", ""hash"": ""af3625a956338b042839c3985eb4a807b3a74b41""}}, {""value"": ""ENERGETIKA Proceedings of CIS higher education institutions and power engineering associations"", ""data"": {""id"": ""jour.1278003"", ""title"": ""ENERGETIKA Proceedings of CIS higher education institutions and power engineering associations"", ""hash"": ""4da7a61013b130fa0c76cf1b107cdd9155e06e54""}}, {""value"": ""PROCEEDINGS of Nizhnevolzhskiy agrouniversity complex science and higher vocational education"", ""data"": {""id"": ""jour.1364538"", ""title"": ""PROCEEDINGS of Nizhnevolzhskiy agrouniversity complex science and higher vocational education"", ""hash"": ""85d22b9369d8716e35979b7fe3c9c4cb7fa18127""}}, {""value"": ""Tuning Journal for Higher Education"", ""data"": {""id"": ""jour.1152171"", ""title"": ""Tuning Journal for Higher Education"", ""hash"": ""3f9f539ff40def44c7261500eaa668df9e74461e""}}, {""value"": ""Excellence in Higher Education"", ""data"": {""id"": ""jour.1149713"", ""title"": ""Excellence in Higher Education"", ""hash"": ""bc66b765eb03d6aa713cdb94fc61e223feda8afa""}}, {""value"": ""Nordic Journal of Information Literacy in Higher Education"", ""data"": {""id"": ""jour.1155349"", ""title"": ""Nordic Journal of Information Literacy in Higher Education"", ""hash"": ""1d9270d5c7417689e2123e8d465ada50ba904767""}}, {""value"": ""The International Journal of the First Year in Higher Education"", ""data"": {""id"": ""jour.1146778"", ""title"": ""The International Journal of the First Year in Higher Education"", ""hash"": ""a4539ab58c4951da6dc0693d382e088bf3de9003""}}, {""value"": ""Journal of Higher Education Theory and Practice"", ""data"": {""id"": ""jour.1366488"", ""title"": ""Journal of Higher Education Theory and Practice"", ""hash"": ""c5999de53d355f9c86b995687817fc0dc1f5bd0b""}}, {""value"": ""International Research in Higher Education"", ""data"": {""id"": ""jour.1153641"", ""title"": ""International Research in Higher Education"", ""hash"": ""5f03d110c421c4dc1effb9394ebcd25afdc01b23""}}, {""value"": ""The Chronicle of Higher Education"", ""data"": {""id"": ""jour.1121339"", ""title"": ""The Chronicle of Higher Education"", ""hash"": ""d68633aac6fd2de16537c296391368e5582a6c63""}}, {""value"": ""Higher Education in Asia: Quality, Excellence and Governance"", ""data"": {""id"": ""jour.1341385"", ""title"": ""Higher Education in Asia: Quality, Excellence and Governance"", ""hash"": ""0d4e12f227ac623df7f51fdadc74dcccd142571c""}}, {""value"": ""Integritas Advancing the Mission of Catholic Higher Education"", ""data"": {""id"": ""jour.1148983"", ""title"": ""Integritas Advancing the Mission of Catholic Higher Education"", ""hash"": ""309b3308f9d6b3a9ca6e398f10edf3365e944f5c""}}, {""value"": ""Higher Education"", ""data"": {""id"": ""jour.1341432"", ""title"": ""Higher Education"", ""hash"": ""8c99c730d772deff120a4b74e51debdc2b672c89""}}, {""value"": ""International Journal of Kinesiology in Higher Education"", ""data"": {""id"": ""jour.1299724"", ""title"": ""International Journal of Kinesiology in Higher Education"", ""hash"": ""c0fb9c6959b7f29a869049069edcb6ad575a5009""}}, {""value"": ""Learning and Teaching in Higher Education Gulf Perspectives"", ""data"": {""id"": ""jour.1155502"", ""title"": ""Learning and Teaching in Higher Education Gulf Perspectives"", ""hash"": ""3b2b806bb8278c644b9f12e3f51370429c9a6e44""}}, {""value"": ""Theory and Method in Higher Education Research"", ""data"": {""id"": ""jour.1342015"", ""title"": ""Theory and Method in Higher Education Research"", ""hash"": ""ae19121ea7631d559fe9f9af1311bf413feb1873""}}, {""value"": ""Policy Reviews in Higher Education"", ""data"": {""id"": ""jour.1292550"", ""title"": ""Policy Reviews in Higher Education"", ""hash"": ""ef66dd215f8de0375db4b065ec9b5b5ee2ed6959""}}, {""value"": ""Canadian Journal of Higher Education"", ""data"": {""id"": ""jour.1272706"", ""title"": ""Canadian Journal of Higher Education"", ""hash"": ""4e5af0f8b88f9e53bf48f6ecb601bc9fb64fd9e1""}}, {""value"": ""Journal of the Scholarship of Teaching and Learning for Christians in Higher Education"", ""data"": {""id"": ""jour.1336857"", ""title"": ""Journal of the Scholarship of Teaching and Learning for Christians in Higher Education"", ""hash"": ""cac299b2e01fe320afe3c38b506f4dea8a1a482c""}}, {""value"": ""Enhancing the Learner Experience in Higher Education"", ""data"": {""id"": ""jour.1151026"", ""title"": ""Enhancing the Learner Experience in Higher Education"", ""hash"": ""391610a218b2e690ccddf40ae167a26f2995126b""}}, {""value"": ""International Journal of Higher Education and Sustainability"", ""data"": {""id"": ""jour.1158587"", ""title"": ""International Journal of Higher Education and Sustainability"", ""hash"": ""47450dc1b8ebc75565b48eb3c695f0c05dff2fbf""}}, {""value"": ""The Modern Higher Education Review"", ""data"": {""id"": ""jour.1365136"", ""title"": ""The Modern Higher Education Review"", ""hash"": ""c6763feeb46b72339a21ed9be0339e2d016db964""}}, {""value"": ""SMCC Higher Education Research Journal"", ""data"": {""id"": ""jour.1155372"", ""title"": ""SMCC Higher Education Research Journal"", ""hash"": ""d0f75c83e48010fa5f4308dfc317a962adf6164d""}}, {""value"": ""International Journal of African Higher Education"", ""data"": {""id"": ""jour.1156398"", ""title"": ""International Journal of African Higher Education"", ""hash"": ""18429c63ed7945526b49db7201ae27ead7981bc7""}}, {""value"": ""Journal of Research in Higher Education"", ""data"": {""id"": ""jour.1319124"", ""title"": ""Journal of Research in Higher Education"", ""hash"": ""71638aef98a1f05742a388c9afa43aa48445149a""}}, {""value"": ""Transformation in Higher Education"", ""data"": {""id"": ""jour.1292752"", ""title"": ""Transformation in Higher Education"", ""hash"": ""265d0b2d51e79f1d57ba5c200c619383d9b42a89""}}, {""value"": ""Journal of e-Learning & Higher Education"", ""data"": {""id"": ""jour.1154976"", ""title"": ""Journal of e-Learning & Higher Education"", ""hash"": ""56e4874d6190235e3f406efc2c1ee426ebe7c33d""}}, {""value"": ""Higher Education in Regional and City Development"", ""data"": {""id"": ""jour.1342714"", ""title"": ""Higher Education in Regional and City Development"", ""hash"": ""1713b001bcec9f0499c3fd7ef3dcec4ecdd7706a""}}]}"
